2012-06-20 13:08:14,652 | INFO  |  |  | main | MLog - MLog clients using log4j logging.
2012-06-20 15:04:57,145 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RedeemMarketplaceEarningsController$1.class
2012-06-20 15:04:57,145 | INFO  |  |  | Thread-2 | GameServer - loading class: RedeemMarketplaceEarningsController
2012-06-20 15:04:57,150 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_REDEEM_MARKETPLACE_EARNINGS_EVENT
2012-06-20 15:04:57,150 | INFO  |  |  | Thread-2 | GameServer - loading class: RefillStatWaitCompleteController$1
2012-06-20 15:04:57,152 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RefillStatWaitCompleteController$1.class
2012-06-20 15:04:57,152 | INFO  |  |  | Thread-2 | GameServer - loading class: RefillStatWaitCompleteController
2012-06-20 15:04:57,157 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_REFILL_STAT_WAIT_COMPLETE_EVENT
2012-06-20 15:04:57,157 | INFO  |  |  | Thread-2 | GameServer - loading class: RefillStatWithDiamondsController$1
2012-06-20 15:04:57,159 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RefillStatWithDiamondsController$1.class
2012-06-20 15:04:57,159 | INFO  |  |  | Thread-2 | GameServer - loading class: RefillStatWithDiamondsController
2012-06-20 15:04:57,163 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_REFILL_STAT_WITH_DIAMONDS_EVENT
2012-06-20 15:04:57,163 | INFO  |  |  | Thread-2 | GameServer - loading class: RetractMarketplacePostController$1
2012-06-20 15:04:57,164 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RetractMarketplacePostController$1.class
2012-06-20 15:04:57,164 | INFO  |  |  | Thread-2 | GameServer - loading class: RetractMarketplacePostController
2012-06-20 15:04:57,168 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_RETRACT_POST_FROM_MARKETPLACE_EVENT
2012-06-20 15:04:57,168 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveCurrencyFromNormStructureController$1
2012-06-20 15:04:57,169 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RetrieveCurrencyFromNormStructureController$1.class
2012-06-20 15:04:57,169 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveCurrencyFromNormStructureController
2012-06-20 15:04:57,177 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_RETRIEVE_CURRENCY_FROM_NORM_STRUCTURE_EVENT
2012-06-20 15:04:57,177 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveCurrentMarketplacePostsController$1
2012-06-20 15:04:57,179 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RetrieveCurrentMarketplacePostsController$1.class
2012-06-20 15:04:57,180 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveCurrentMarketplacePostsController
2012-06-20 15:04:57,192 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_RETRIEVE_CURRENT_MARKETPLACE_POSTS_EVENT
2012-06-20 15:04:57,196 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrievePlayerWallPostsController$1
2012-06-20 15:04:57,202 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RetrievePlayerWallPostsController$1.class
2012-06-20 15:04:57,202 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrievePlayerWallPostsController
2012-06-20 15:04:57,225 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_RETRIEVE_PLAYER_WALL_POSTS
2012-06-20 15:04:57,226 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveStaticDataController$1
2012-06-20 15:04:57,229 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RetrieveStaticDataController$1.class
2012-06-20 15:04:57,230 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveStaticDataController
2012-06-20 15:04:57,244 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_RETRIEVE_STATIC_DATA_EVENT
2012-06-20 15:04:57,245 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveStaticDataForShopController$1
2012-06-20 15:04:57,246 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RetrieveStaticDataForShopController$1.class
2012-06-20 15:04:57,246 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveStaticDataForShopController
2012-06-20 15:04:57,254 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_RETRIEVE_STATIC_DATA_FOR_SHOP_EVENT
2012-06-20 15:04:57,254 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveUserEquipForUserController$1
2012-06-20 15:04:57,255 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RetrieveUserEquipForUserController$1.class
2012-06-20 15:04:57,255 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveUserEquipForUserController
2012-06-20 15:04:57,264 | DEBUG |  |  | main | CityRetrieveUtils - setting static map of cityIds to city
2012-06-20 15:04:57,265 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_RETRIEVE_USER_EQUIP_FOR_USER
2012-06-20 15:04:57,265 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveUsersForUserIdsController$1
2012-06-20 15:04:57,267 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RetrieveUsersForUserIdsController$1.class
2012-06-20 15:04:57,267 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveUsersForUserIdsController
2012-06-20 15:04:57,271 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_RETRIEVE_USERS_FOR_USER_IDS_EVENT
2012-06-20 15:04:57,271 | INFO  |  |  | Thread-2 | GameServer - loading class: SellNormStructureController$1
2012-06-20 15:04:57,272 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: SellNormStructureController$1.class
2012-06-20 15:04:57,273 | INFO  |  |  | Thread-2 | GameServer - loading class: SellNormStructureController
2012-06-20 15:04:57,278 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_SELL_NORM_STRUCTURE_EVENT
2012-06-20 15:04:57,278 | INFO  |  |  | Thread-2 | GameServer - loading class: StartupController$1
2012-06-20 15:04:57,279 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: StartupController$1.class
2012-06-20 15:04:57,279 | INFO  |  |  | Thread-2 | GameServer - loading class: StartupController
2012-06-20 15:04:57,285 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_STARTUP_EVENT
2012-06-20 15:04:57,285 | INFO  |  |  | Thread-2 | GameServer - loading class: TaskActionController$1
2012-06-20 15:04:57,286 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: TaskActionController$1.class
2012-06-20 15:04:57,286 | INFO  |  |  | Thread-2 | GameServer - loading class: TaskActionController
2012-06-20 15:04:57,345 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_TASK_ACTION_EVENT
2012-06-20 15:04:57,345 | INFO  |  |  | Thread-2 | GameServer - loading class: UpgradeNormStructureController$1
2012-06-20 15:04:57,367 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: UpgradeNormStructureController$1.class
2012-06-20 15:04:57,371 | INFO  |  |  | Thread-2 | GameServer - loading class: UpgradeNormStructureController
2012-06-20 15:04:57,382 | DEBUG |  |  | main | DefeatTypeJobRetrieveUtils - setting static map of defeat type job ids to defeat type jobs
2012-06-20 15:04:57,388 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_UPGRADE_NORM_STRUCTURE_EVENT
2012-06-20 15:04:57,388 | INFO  |  |  | Thread-2 | GameServer - loading class: UserCreateController$1
2012-06-20 15:04:57,390 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: UserCreateController$1.class
2012-06-20 15:04:57,390 | INFO  |  |  | Thread-2 | GameServer - loading class: UserCreateController
2012-06-20 15:04:57,407 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_USER_CREATE_EVENT
2012-06-20 15:04:57,407 | INFO  |  |  | Thread-2 | GameServer - loading class: UserQuestDetailsController$1
2012-06-20 15:04:57,409 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: UserQuestDetailsController$1.class
2012-06-20 15:04:57,409 | INFO  |  |  | Thread-2 | GameServer - loading class: UserQuestDetailsController
2012-06-20 15:04:57,420 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_USER_QUEST_DETAILS_EVENT
2012-06-20 15:04:57,420 | INFO  |  |  | Thread-2 | GameServer - loading class: UseSkillPointController$1
2012-06-20 15:04:57,421 | DEBUG |  |  | main | EquipmentRetrieveUtils - setting static map of equipIds to equipment
2012-06-20 15:04:57,423 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: UseSkillPointController$1.class
2012-06-20 15:04:57,423 | INFO  |  |  | Thread-2 | GameServer - loading class: UseSkillPointController
2012-06-20 15:04:57,432 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_USE_SKILL_POINT_EVENT
2012-06-20 15:04:57,432 | INFO  |  |  | Thread-2 | GameServer - loading class: VaultController$1
2012-06-20 15:04:57,434 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: VaultController$1.class
2012-06-20 15:04:57,434 | INFO  |  |  | Thread-2 | GameServer - loading class: VaultController
2012-06-20 15:04:57,439 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_VAULT_EVENT
2012-06-20 15:04:57,439 | INFO  |  |  | Thread-2 | GameServer - initServerSocket : Initializing server socket
2012-06-20 15:04:57,455 | INFO  |  |  | Thread-2 | GameServer - binding to address: 10.1.10.10
2012-06-20 15:04:57,515 | INFO  |  |  | Thread-2 | GameServer - ******** GameServer running ********
2012-06-20 15:04:57,594 | DEBUG |  |  | main | QuestRetrieveUtils - setting static quest graph
2012-06-20 15:04:57,731 | DEBUG |  |  | main | QuestRetrieveUtils - setting static map of questIds to quests
2012-06-20 15:04:57,828 | DEBUG |  |  | main | TaskEquipReqRetrieveUtils - setting static map of taskId to equipment/quantity map
2012-06-20 15:04:57,856 | DEBUG |  |  | main | TaskRetrieveUtils - setting static map of cityId to tasks
2012-06-20 15:04:57,900 | DEBUG |  |  | main | TaskRetrieveUtils - setting static map of taskIds to tasks
2012-06-20 15:04:57,945 | DEBUG |  |  | main | UpgradeStructJobRetrieveUtils - setting static map of upgrade struct job id to upgrade struct job
2012-06-20 15:04:57,974 | DEBUG |  |  | main | StructureRetrieveUtils - setting static map of structIds to structs
2012-06-20 15:04:58,010 | DEBUG |  |  | main | PossessEquipJobRetrieveUtils - setting static map of possess equip job id to possess equip job
2012-06-20 15:04:58,041 | DEBUG |  |  | main | LevelsRequiredExperienceRetrieveUtils - setting static map of levels to required experience for levels
2012-06-20 15:04:58,084 | DEBUG |  |  | main | NeutralCityElementsRetrieveUtils - setting static map of city id to neutral city elements for city
2012-06-20 15:04:59,007 | INFO  |  |  | Thread-2 | GameServer - received connection from: /10.1.10.20
2012-06-20 15:04:59,937 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_STARTUP_EVENT and size: 77
2012-06-20 15:04:59,965 | DEBUG |  |  | Thread-10 | SelectAndRead - new pre-db player, udid: 42d1cadaa64dbf3c3e8133e652a2df06
2012-06-20 15:04:59,966 | INFO  |  |  | StartupController2 | EventController - Received event: com.lvl6.events.request.StartupRequestEvent@11396ef7
2012-06-20 15:05:00,095 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserRetrieveUtils - retrieving user with udid 42d1cadaa64dbf3c3e8133e652a2df06
2012-06-20 15:05:00,148 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserCityRetrieveUtils - retrieving city id to user city rank map for userId 2596
2012-06-20 15:05:00,187 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserTaskRetrieveUtils - retrieving task id to num times acted in rank map for userId 2596
2012-06-20 15:05:00,219 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | CityRetrieveUtils - retrieving all cities data
2012-06-20 15:05:00,239 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 1
2012-06-20 15:05:00,239 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 1
2012-06-20 15:05:00,242 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 2
2012-06-20 15:05:00,243 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 2
2012-06-20 15:05:00,243 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 3
2012-06-20 15:05:00,243 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 3
2012-06-20 15:05:00,243 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 4
2012-06-20 15:05:00,243 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 4
2012-06-20 15:05:00,243 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 5
2012-06-20 15:05:00,244 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 5
2012-06-20 15:05:00,244 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 6
2012-06-20 15:05:00,244 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 7
2012-06-20 15:05:00,244 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 8
2012-06-20 15:05:00,246 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserQuestRetrieveUtils - retrieving unredeemed and redeemed user quests for userId 2596
2012-06-20 15:05:00,275 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | QuestRetrieveUtils - retrieving all quest data
2012-06-20 15:05:00,276 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | NeutralCityElementsRetrieveUtils - retrieving neutral city element with assetId 4 in cityId 4
2012-06-20 15:05:00,291 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | NeutralCityElementsRetrieveUtils - retrieving neutral city element with assetId 1 in cityId 0
2012-06-20 15:05:00,296 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | QuestRetrieveUtils - retrieving quest graph
2012-06-20 15:05:00,299 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserEquipRetrieveUtils - retrieving user equips for userId 2596
2012-06-20 15:05:00,325 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 15:05:00,328 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserRetrieveUtils - retrieving list of users for user 2596 with requested types [BAD_ARCHER, BAD_MAGE, BAD_WARRIOR] , 8 users  around player level 18, guaranteeNum=false, latLowerBound=null, latUpperBound=null, longLowerBound=null, longUpperBound=null, forBattle=false
2012-06-20 15:05:00,466 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserRetrieveUtils - retrieved 8 users in level range 16-19 when 8 around 18 were requested
2012-06-20 15:05:00,468 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | LevelsRequiredExperienceRetrieveUtils - retrieving exp-requirement for level 19
2012-06-20 15:05:00,468 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | LevelsRequiredExperienceRetrieveUtils - retrieving exp-requirement for level 18
2012-06-20 15:05:00,471 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | MarketplaceTransactionRetrieveUtils - retrieving up to 10 most recent marketplace transactions posts for 2596
2012-06-20 15:05:00,507 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | BattleDetailsRetrieveUtils - retrieving most recent battle details posts for 2596
2012-06-20 15:05:00,547 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | PlayerWallPostRetrieveUtils - retrieving 15 player wall posts for wallOwner 2596
2012-06-20 15:05:00,576 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserRetrieveUtils - retrieving users with userIds [2602, 2609, 2602, 2618, 1, 2602, 2602, 2602, 2602, 1, 2625, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2590]
2012-06-20 15:05:00,618 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 15:05:00,621 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 15:05:00,621 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 15:05:00,621 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 15:05:00,621 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 15:05:00,621 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 15:05:00,621 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 15:05:00,621 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 15:05:00,621 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 15:05:00,621 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 15:05:00,636 | INFO  | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | StartupController - Writing event: com.lvl6.events.response.StartupResponseEvent@6491cf0b
2012-06-20 15:05:00,706 | INFO  | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EventController - Finished processing event: com.lvl6.events.request.StartupRequestEvent@11396ef7, took ~0.0 seconds
2012-06-20 15:05:01,942 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_LOAD_PLAYER_CITY_EVENT and size: 19
2012-06-20 15:05:01,947 | DEBUG |  |  | Thread-10 | SelectAndRead - delegate event, new player created and channel set, player:2596, channel: java.nio.channels.SocketChannel[connected local=/10.1.10.10:8888 remote=/10.1.10.20:50427]
2012-06-20 15:05:01,948 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_RETRIEVE_STATIC_DATA_EVENT and size: 24
2012-06-20 15:05:01,948 | INFO  | 2596 | /10.1.10.20 | LoadPlayerCityController9 | EventController - Received event: com.lvl6.events.request.LoadPlayerCityRequestEvent@20edbca8
2012-06-20 15:05:01,956 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | EventController - Received event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@69a18ee2
2012-06-20 15:05:01,976 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_EARN_FREE_DIAMONDS and size: 57
2012-06-20 15:05:01,988 | INFO  | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | EventController - Received event: com.lvl6.events.request.EarnFreeDiamondsRequestEvent@4cd297c0
2012-06-20 15:05:01,992 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | TaskRetrieveUtils - retrieving all tasks data map
2012-06-20 15:05:02,047 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | TaskEquipReqRetrieveUtils - retrieving equipment reqs for task with id 36
2012-06-20 15:05:02,047 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | TaskEquipReqRetrieveUtils - retrieving equipment reqs for task with id 37
2012-06-20 15:05:02,048 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | TaskEquipReqRetrieveUtils - retrieving equipment reqs for task with id 35
2012-06-20 15:05:02,048 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | BuildStructJobRetrieveUtils - retrieving all build struct job data
2012-06-20 15:05:02,067 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | UserRetrieveUtils - retrieving user with userId 2596
2012-06-20 15:05:02,072 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | EventController - Finished processing event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@69a18ee2, took ~0.0 seconds
2012-06-20 15:05:02,072 | INFO  |  |  | EventWriter1 | EventWriter - writer received event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@5e64dd79
2012-06-20 15:05:02,072 | INFO  |  |  | EventWriter1 | EventWriter - writing normal event with type=S_RETRIEVE_STATIC_DATA_EVENT to player with id 2596, event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@5e64dd79
2012-06-20 15:05:02,196 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_RETRIEVE_STATIC_DATA_EVENT and size: 36
2012-06-20 15:05:02,196 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | EventController - Received event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@24e72f0c
2012-06-20 15:05:02,196 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | StructureRetrieveUtils - retrieving all structs data
2012-06-20 15:05:02,199 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 15:05:02,200 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | EventController - Finished processing event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@24e72f0c, took ~0.0 seconds
2012-06-20 15:05:02,200 | INFO  |  |  | EventWriter1 | EventWriter - writer received event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@590948cf
2012-06-20 15:05:02,200 | INFO  |  |  | EventWriter1 | EventWriter - writing normal event with type=S_RETRIEVE_STATIC_DATA_EVENT to player with id 2596, event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@590948cf
2012-06-20 15:05:03,019 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | BasicClientConnectionManager - Get connection for route {s}->https://api.kiip.me
2012-06-20 15:05:03,585 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultClientConnectionOperator - Connecting to api.kiip.me:443
2012-06-20 15:05:04,276 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | RequestAddCookies - CookieSpec selected: best-match
2012-06-20 15:05:04,289 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | RequestAuthCache - Auth cache not set in the context
2012-06-20 15:05:04,290 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | RequestProxyAuthentication - Proxy auth state: UNCHALLENGED
2012-06-20 15:05:04,290 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultHttpClient - Attempt 1 to execute request
2012-06-20 15:05:04,290 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultClientConnection - Sending request: POST /1.0/transaction/verify HTTP/1.1
2012-06-20 15:05:04,291 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "POST /1.0/transaction/verify HTTP/1.1[\r][\n]"
2012-06-20 15:05:04,292 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Authorization: OAuth oauth_version="1.0",oauth_nonce="1340229902433751000",oauth_signature_method="HMAC-SHA1",oauth_consumer_key="d6c7530ce4dc64ecbff535e521a241e3",oauth_token="",oauth_timestamp="1340229902",oauth_signature="Z3Mx8%2BReQR3UvUAhnsE%2F2QlwwQc%3D"[\r][\n]"
2012-06-20 15:05:04,292 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Length: 533[\r][\n]"
2012-06-20 15:05:04,292 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Type: multipart/form-data; boundary=X3FGL6xpnqf9WVTTiw_KEnQPxJJPLD[\r][\n]"
2012-06-20 15:05:04,292 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Host: api.kiip.me[\r][\n]"
2012-06-20 15:05:04,292 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Connection: Keep-Alive[\r][\n]"
2012-06-20 15:05:04,292 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "User-Agent: Apache-HttpClient/4.2 (java 1.5)[\r][\n]"
2012-06-20 15:05:04,292 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 15:05:04,292 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> POST /1.0/transaction/verify HTTP/1.1
2012-06-20 15:05:04,293 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Authorization: OAuth oauth_version="1.0",oauth_nonce="1340229902433751000",oauth_signature_method="HMAC-SHA1",oauth_consumer_key="d6c7530ce4dc64ecbff535e521a241e3",oauth_token="",oauth_timestamp="1340229902",oauth_signature="Z3Mx8%2BReQR3UvUAhnsE%2F2QlwwQc%3D"
2012-06-20 15:05:04,293 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Content-Length: 533
2012-06-20 15:05:04,293 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Content-Type: multipart/form-data; boundary=X3FGL6xpnqf9WVTTiw_KEnQPxJJPLD
2012-06-20 15:05:04,293 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Host: api.kiip.me
